"","fn","temp","rep","row","col","Strain","PMY","maxGrowth","pointOfMaxGrowthRate","maxOD"
"439","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"G",4,"YJM1383",1554,4.87964535949054e-05,109,1.619
"440","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"G",5,"YJM1332",1546,5.1071592404918e-05,151,1.624
"441","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"G",6,"YJM1273",1538,4.7257780300817e-05,3,1.617
"442","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"G",7,"YJM1199",1530,3.48562877063712e-05,29,1.501
"443","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"G",8,"YJM993",1522,4.3541379782459e-05,136,1.614
"444","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"G",9,"YJM969",1514,4.01612493456846e-05,27,1.578
"445","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"G",10,"YJM554",1506,3.94339800030279e-05,107,1.548
"446","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"G",11,"YJM326",1498,3.45373566995798e-05,47,1.574
"447","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"G",12,"YJM189",1490,4.63448467412432e-05,137,1.627
"448","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"H",1,"YJM1477",1577,4.75819391028319e-05,146,1.682
"449","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"H",2,"YJM1434",1569,5.55613685845508e-05,167,1.693
"450","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"H",3,"YJM1400",1561,4.08325963529453e-05,159,1.664
"451","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"H",4,"YJM1381",1553,5.17737115473927e-05,92,1.697
"452","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"H",5,"YJM1326",1545,4.40909820686769e-05,36,1.627
"453","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"H",6,"YJM1252",1537,4.19122953770287e-05,156,1.602
"454","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"H",7,"YJM1190",1529,5.31797764587553e-05,142,1.65
"455","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"H",8,"YJM990",1521,4.25100344648901e-05,164,1.617
"456","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"H",9,"YJM693",1513,5.6066603812716e-05,168,1.579
"457","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"H",10,"YJM541",1505,3.90729146114095e-05,31,1.533
"458","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"H",11,"YJM320",1497,4.57270459823545e-05,79,1.615
"459","2015_screening_for_TS/20150108_30C_rep1.asc",30,1,"H",12,"YJM145",1489,4.69559372662682e-05,18,1.622
"460","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"A",1,"YJM145",1489,5.77102615198141e-05,4,1.694
"461","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"A",2,"YJM320",1497,4.67429433276412e-05,120,1.679
"462","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"A",3,"YJM541",1505,4.88134353071399e-05,130,1.685
"463","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"A",4,"YJM693",1513,5.34486807732684e-05,90,1.641
"464","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"A",5,"YJM990",1521,4.55227912406466e-05,65,1.675
"465","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"A",6,"YJM1190",1529,4.89526661852809e-05,30,1.7
"466","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"A",10,"YJM1400",1561,3.74023924720437e-05,124,1.605
"467","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"A",11,"YJM1434",1569,5.76805360909682e-05,68,1.66
"468","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"B",1,"YJM189",1490,4.80191192565562e-05,149,1.648
"469","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"B",2,"YJM326",1498,4.43287641065994e-05,187,1.648
"470","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"B",3,"YJM554",1506,5.00056723468331e-05,30,1.627
"471","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"B",4,"YJM969",1514,4.42669407732888e-05,181,1.624
"472","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"B",5,"YJM993",1522,4.41456758931184e-05,143,1.639
"473","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"B",6,"YJM1199",1530,3.94668351173144e-05,105,1.609
"474","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"B",10,"YJM1401",1562,4.53545670110353e-05,72,1.608
"475","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"B",11,"YJM1439",1570,3.9261103226158e-05,155,1.537
"476","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"B",12,"YJM1478",1578,3.99370149309811e-05,115,1.682
"477","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"C",1,"YJM193",1491,5.77070237971099e-05,60,1.695
"478","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"C",2,"YJM428",1499,4.9773465279934e-05,154,1.708
"479","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"C",3,"YJM555",1507,5.07183171413981e-05,173,1.67
"480","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"C",4,"YJM972",1515,4.79924092663747e-05,46,1.609
"481","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"C",5,"YJM996",1523,4.46235520251455e-05,79,1.624
"482","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"C",6,"YJM1202",1531,4.95368218203941e-05,112,1.651
"483","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"C",10,"YJM1402",1563,4.81794697075254e-05,172,1.613
"484","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"C",11,"YJM1443",1571,5.1726975519669e-05,47,1.623
"485","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"C",12,"YJM1479",1579,3.95280497995307e-05,160,1.616
"486","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"D",1,"YJM195",1492,5.6266326219321e-05,6,1.69
"487","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"D",2,"YJM450",1500,5.32834209497963e-05,194,1.665
"488","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"D",3,"YJM627",1508,4.57573492503419e-05,9,1.667
"489","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"D",4,"YJM975",1516,5.15034432635247e-05,154,1.628
"490","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"D",5,"YJM1077",1524,3.31317075246835e-05,116,1.677
"491","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"D",6,"YJM1208",1532,5.42198145182143e-05,113,1.658
"492","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"D",10,"YJM1415",1564,4.06674109319681e-05,141,1.607
"493","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"D",11,"YJM1444",1572,4.01720826611672e-05,129,1.631
"494","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"D",12,"YJM1552",1587,4.19364610297286e-05,14,1.647
"495","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"E",1,"YJM244",1493,5.78687634048178e-05,111,1.66
"496","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"E",2,"YJM451",1501,5.28805665271463e-05,35,1.702
"497","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"E",3,"YJM681",1509,5.54317123429464e-05,140,1.696
"498","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"E",4,"YJM978",1517,5.39238902354918e-05,82,1.613
"499","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"E",5,"YJM1078",1525,5.33333447390939e-05,186,1.637
"500","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"E",6,"YJM1242",1533,4.3292236818463e-05,52,1.672
"501","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"E",10,"YJM1417",1565,5.04753933481662e-05,35,1.611
"502","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"E",11,"YJM1447",1573,5.39004142167091e-05,188,1.637
"503","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"E",12,"YJM1552",1587,4.12994314878324e-05,156,1.634
"504","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"F",1,"YJM248",1494,5.63703673141062e-05,194,1.66
"505","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"F",2,"YJM453",1502,4.34585054340902e-05,176,1.705
"506","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"F",3,"YJM682",1510,4.23855862731512e-05,9,1.677
"507","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"F",4,"YJM981",1518,4.8292816860559e-05,153,1.625
"508","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"F",5,"YJM1083",1526,3.72710983393212e-05,104,1.669
"509","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"F",6,"YJM1244",1534,4.63322387182338e-05,82,1.639
"510","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"F",10,"YJM1418",1566,4.3777893728382e-05,174,1.629
"511","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"F",11,"YJM1450",1574,4.26427233812168e-05,5,1.606
"512","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"G",1,"YJM270",1495,4.33455556031041e-05,138,1.741
"513","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"G",2,"YJM456",1503,5.09654261776109e-05,118,1.679
"514","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"G",3,"YJM683",1511,5.31527187891461e-05,76,1.63
"515","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"G",4,"YJM984",1519,4.6797011570517e-05,5,1.631
"516","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"G",5,"YJM1129",1527,4.67825062221677e-05,190,1.637
"517","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"G",6,"YJM1248",1535,4.11759954586203e-05,81,1.69
"518","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"G",11,"YJM1460",1575,4.41388981426445e-05,196,1.617
"519","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"H",1,"YJM271",1496,5.41748554793339e-05,20,1.667
"520","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"H",2,"YJM470",1504,5.04705940545921e-05,189,1.733
"521","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"H",3,"YJM689",1512,5.16351939408754e-05,115,1.694
"522","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"H",4,"YJM987",1520,4.94203832789549e-05,106,1.671
"523","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"H",5,"YJM1133",1528,5.2282317631586e-05,16,1.726
"524","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"H",10,"YJM1433",1568,5.60706459809702e-05,192,1.669
"525","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"H",11,"YJM1463",1576,4.83469056082025e-05,182,1.64
"526","2015_screening_for_TS/20150110_30C_rep2.asc",30,2,"H",12,"YJM1527",1584,4.68836790134148e-05,144,1.65
"527","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"A",1,"YJM145",1489,5.59636305517891e-05,117,1.701
"528","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"A",2,"YJM320",1497,4.47477941425305e-05,30,1.666
"529","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"A",3,"YJM541",1505,4.83734820659113e-05,57,1.672
"530","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"A",4,"YJM693",1513,5.28365652724697e-05,44,1.523
"531","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"A",5,"YJM990",1521,4.57580689902152e-05,88,1.678
"532","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"A",6,"YJM1190",1529,5.33492008987094e-05,95,1.67
"533","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"A",7,"YJM1252",1537,3.63521857258634e-05,47,1.541
"534","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"A",8,"YJM1326",1545,5.00375812621645e-05,88,1.678
"535","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"A",9,"YJM1381",1553,3.87429230484821e-05,40,1.599
"536","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"A",10,"YJM1400",1561,3.19984169084153e-05,26,1.494
"537","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"A",11,"YJM1434",1569,5.21343572026798e-05,146,1.622
"538","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"A",12,"YJM1477",1577,9.43078291284235e-05,186,1.681
"539","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"B",1,"YJM189",1490,4.82729493720898e-05,135,1.648
"540","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"B",2,"YJM326",1498,4.2349149059026e-05,28,1.652
"541","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"B",3,"YJM554",1506,4.77246007864656e-05,173,1.627
"542","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"B",4,"YJM969",1514,4.24674781179102e-05,122,1.63
"543","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"B",5,"YJM993",1522,4.50351395563357e-05,186,1.632
"544","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"B",6,"YJM1199",1530,3.30209083006512e-05,41,1.54
"545","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"B",7,"YJM1273",1538,4.45841282841257e-05,151,1.595
"546","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"B",8,"YJM1332",1546,5.18733832945356e-05,122,1.628
"547","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"B",9,"YJM1383",1554,4.54627710902118e-05,114,1.619
"548","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"B",10,"YJM1401",1562,4.55351483359006e-05,31,1.589
"549","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"B",11,"YJM1439",1570,4.09895378161692e-05,13,1.536
"550","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"B",12,"YJM1478",1578,3.9181569046491e-05,162,1.665
"551","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"C",1,"YJM193",1491,5.64830827428438e-05,69,1.708
"552","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"C",2,"YJM428",1499,4.70432186424496e-05,7,1.72
"553","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"C",3,"YJM555",1507,4.67829972912034e-05,167,1.669
"554","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"C",4,"YJM972",1515,4.74035693960211e-05,132,1.626
"555","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"C",5,"YJM996",1523,4.42364754263905e-05,95,1.64
"556","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"C",6,"YJM1202",1531,4.65751101954493e-05,100,1.659
"557","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"C",7,"YJM1281",1539,4.66569805487977e-05,65,1.617
"558","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"C",8,"YJM1336",1547,4.21651565489644e-05,87,1.627
"559","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"C",9,"YJM1385",1555,5.08307581634275e-05,86,1.448
"560","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"C",10,"YJM1402",1563,4.53489130707796e-05,130,1.604
"561","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"C",11,"YJM1443",1571,5.12829242040743e-05,83,1.619
"562","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"C",12,"YJM1479",1579,3.87833821536424e-05,83,1.601
"563","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"D",1,"YJM195",1492,5.4895984957989e-05,50,1.69
"564","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"D",2,"YJM450",1500,5.26430685210504e-05,160,1.676
"565","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"D",3,"YJM627",1508,4.50833219743054e-05,177,1.669
"566","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"D",4,"YJM975",1516,5.10195389972396e-05,78,1.635
"567","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"D",5,"YJM1077",1524,3.35913752346509e-05,71,1.674
"568","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"D",6,"YJM1208",1532,5.33173754463303e-05,175,1.659
"569","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"D",7,"YJM1290",1540,4.13892859367292e-05,129,1.622
"570","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"D",8,"YJM1338",1548,5.09530876726927e-05,41,1.657
"571","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"D",9,"YJM1386",1556,4.90127187133774e-05,150,1.618
"572","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"D",10,"YJM1415",1564,3.95260925756777e-05,97,1.61
"573","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"D",11,"YJM1444",1572,3.84092996744509e-05,116,1.618
"574","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"D",12,"YJM1552",1587,4.25887086114147e-05,45,1.64
"575","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"E",1,"YJM244",1493,5.68191958075711e-05,55,1.659
"576","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"E",2,"YJM451",1501,5.28713226848812e-05,131,1.711
"577","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"E",3,"YJM681",1509,5.34673882391997e-05,52,1.685
"578","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"E",4,"YJM978",1517,5.39190551069713e-05,115,1.611
"579","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"E",5,"YJM1078",1525,5.2710333654243e-05,39,1.648
"580","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"E",6,"YJM1242",1533,4.67324029481634e-05,155,1.666
"581","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"E",7,"YJM1293",1541,4.83456089554075e-05,89,1.625
"582","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"E",8,"YJM1341",1549,4.59863605702456e-05,1,1.625
"583","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"E",9,"YJM1387",1557,4.62494554164007e-05,66,1.617
"584","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"E",10,"YJM1417",1565,5.00318962306261e-05,56,1.615
"585","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"E",11,"YJM1447",1573,5.34836059350377e-05,150,1.652
"586","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"E",12,"YJM1552",1587,4.15255936770747e-05,117,1.608
"587","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"F",1,"YJM248",1494,5.42553695531711e-05,177,1.66
"588","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"F",2,"YJM453",1502,4.08467568870986e-05,119,1.693
"589","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"F",3,"YJM682",1510,4.11787548392125e-05,173,1.68
"590","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"F",4,"YJM981",1518,4.71412567987923e-05,170,1.623
"591","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"F",5,"YJM1083",1526,3.11744633018776e-05,152,1.586
"592","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"F",6,"YJM1244",1534,4.73756354655302e-05,59,1.636
"593","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"F",7,"YJM1304",1542,4.83251467917012e-05,53,1.595
"594","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"F",8,"YJM1342",1550,4.70204346276007e-05,107,1.623
"595","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"F",10,"YJM1418",1566,4.05463759023022e-05,153,1.619
"596","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"F",11,"YJM1450",1574,4.21147599324071e-05,122,1.62
"597","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"G",1,"YJM270",1495,3.84467354327929e-05,69,1.725
"598","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"G",2,"YJM456",1503,4.86749311316054e-05,85,1.678
"599","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"G",3,"YJM683",1511,5.03187419667455e-05,80,1.642
"600","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"G",4,"YJM984",1519,4.53691717343092e-05,84,1.631
"601","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"G",5,"YJM1129",1527,4.40305186646032e-05,66,1.651
"602","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"G",6,"YJM1248",1535,3.88278866941817e-05,190,1.704
"603","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"G",7,"YJM1307",1543,4.7032335462832e-05,64,1.689
"604","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"G",8,"YJM1355",1551,4.33288126948752e-05,162,1.65
"605","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"G",9,"YJM1389",1559,3.89399391412566e-05,90,1.658
"606","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"G",11,"YJM1460",1575,4.51751099433816e-05,88,1.622
"607","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"G",12,"YJM1526",1583,4.66503897988512e-05,187,1.629
"608","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"H",1,"YJM271",1496,5.37592890376451e-05,36,1.683
"609","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"H",2,"YJM470",1504,4.800512818188e-05,140,1.732
"610","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"H",3,"YJM689",1512,5.15741535687405e-05,44,1.682
"611","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"H",4,"YJM987",1520,4.62234351947126e-05,39,1.669
"612","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"H",5,"YJM1133",1528,5.06692868295454e-05,100,1.743
"613","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"H",7,"YJM1311",1544,5.12729568222773e-05,113,1.7
"614","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"H",8,"YJM1356",1552,5.11544404505341e-05,141,1.69
"615","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"H",9,"YJM1399",1560,5.82325048643101e-05,20,1.683
"616","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"H",10,"YJM1433",1568,5.2991159724074e-05,70,1.67
"617","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"H",11,"YJM1463",1576,4.77099981759327e-05,176,1.634
"618","2015_screening_for_TS/20150112_30C_rep3.asc",30,3,"H",12,"YJM1527",1584,4.74828548025524e-05,25,1.651
"619","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"A",1,"YJM145",1489,5.85669673951855e-05,146,1.654
"620","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"A",2,"YJM320",1497,6.22383748969957e-05,162,1.631
"621","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"A",3,"YJM541",1505,5.25778806989187e-05,164,1.681
"622","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"A",4,"YJM693",1513,4.74978129764612e-05,61,1.371
"623","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"A",5,"YJM990",1521,5.09714673514013e-05,146,1.691
"624","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"A",6,"YJM1190",1529,5.6752806680255e-05,144,1.565
"625","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"A",7,"YJM1252",1537,4.40202344205896e-05,137,1.582
"626","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"A",8,"YJM1326",1545,5.83439970228429e-05,177,1.715
"627","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"A",9,"YJM1381",1553,3.49195879034507e-05,100,1.531
"628","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"A",10,"YJM1400",1561,3.81196863151138e-05,59,1.623
"629","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"A",11,"YJM1434",1569,5.17323006261579e-05,145,1.679
"630","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"A",12,"YJM1477",1577,6.14236753245338e-05,143,1.704
"631","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"B",1,"YJM189",1490,5.2402441961109e-05,53,1.701
"632","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"B",2,"YJM326",1498,4.15019311503597e-05,158,1.662
"633","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"B",3,"YJM554",1506,5.2662747085319e-05,3,1.713
"634","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"B",4,"YJM969",1514,2.84058390394253e-05,27,1.601
"635","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"B",5,"YJM993",1522,3.91244350301949e-05,38,1.658
"636","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"B",6,"YJM1199",1530,6.13925216821957e-05,154,1.586
"637","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"B",7,"YJM1273",1538,5.25174598328228e-05,27,1.616
"638","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"B",8,"YJM1332",1546,5.86466524960551e-05,154,1.625
"639","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"B",9,"YJM1383",1554,2.006761139536e-05,169,1.655
"640","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"B",10,"YJM1401",1562,6.29534414685973e-05,15,1.65
"641","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"B",11,"YJM1439",1570,3.85620367089275e-05,88,1.561
"642","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"B",12,"YJM1478",1578,5.59006671876878e-06,66,0.471
"643","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"C",1,"YJM193",1491,5.72676447190671e-05,156,1.739
"644","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"C",2,"YJM428",1499,4.1818834811221e-05,156,1.793
"645","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"C",3,"YJM555",1507,5.82330721844301e-05,180,1.818
"646","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"C",4,"YJM972",1515,1.0084831004916e-05,170,1.4
"647","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"C",5,"YJM996",1523,2.0005407556478e-05,175,1.622
"648","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"C",6,"YJM1202",1531,5.5297290195181e-05,30,1.639
"649","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"C",7,"YJM1281",1539,5.55532055690122e-05,153,1.637
"650","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"C",8,"YJM1336",1547,5.09528549325321e-05,150,1.633
"651","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"C",9,"YJM1385",1555,3.63184252442953e-05,92,1.054
"652","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"C",10,"YJM1402",1563,5.44700761589332e-05,178,1.605
"653","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"C",11,"YJM1443",1571,8.04625500706346e-05,20,1.636
"654","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"C",12,"YJM1479",1579,3.51780822589646e-05,38,1.582
"655","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"D",1,"YJM195",1492,5.4266243659444e-05,12,1.704
"656","2015_screening_for_TS/20150113_35half_rep1.asc",35.5,1,"D",2,"YJM450",1500,5.59697163915393e-05,69,1.676
